Topic,Words
Topic 137,"maga: 0.15808, milestone: 0.03266, knock: 0.02374, door: 0.02029, objective: 0.01772, superbowl: 0.01406, enthusiastic: 0.01347, fifth: 0.01347, revolution: 0.01329, happening: 0.01215"
Topic 138,"jordan: 0.17726, integrity: 0.02469, impeachment: 0.01978, inquiry: 0.01915, democrat: 0.01478, latest: 0.01348, church: 0.01245, quid: 0.01179, decide: 0.0117, april: 0.01145"
Topic 139,"iran: 0.0744, kerry: 0.04081, iranian: 0.03455, sanction: 0.03348, nuclear: 0.03111, obama: 0.02239, negotiation: 0.01604, desperate: 0.01491, deal: 0.01435, cash: 0.01207"
Topic 140,"politician: 0.09219, politic: 0.05279, career: 0.03158, action: 0.02596, talk: 0.02546, analyst: 0.01751, political: 0.01725, smarter: 0.01428, impartial: 0.01253, aptitude: 0.01253"
Topic 141,"please: 0.04885, need: 0.04372, country: 0.03945, save: 0.0341, president: 0.01936, favor: 0.01926, someone: 0.01602, saving: 0.0155, faithful: 0.01496, lecturing: 0.01446"
Topic 142,"school: 0.10699, education: 0.04308, parkland: 0.02674, children: 0.02533, local: 0.02113, reopening: 0.0196, core: 0.01823, safety: 0.01795, teacher: 0.01793, student: 0.01729"
Topic 143,"thanksgiving: 0.15607, holiday: 0.14282, bles: 0.10054, happy: 0.06528, thankful: 0.06105, wishing: 0.05517, parade: 0.05359, merry: 0.05344, guide: 0.02926, perish: 0.01847"
Topic 144,"pageant: 0.26063, universe: 0.09797, vega: 0.04707, rouge: 0.04378, baton: 0.04285, sunday: 0.03842, telecast: 0.03645, competition: 0.03478, natalie: 0.03283, bahama: 0.02985"
Topic 145,"fight: 0.06261, stamina: 0.04985, strength: 0.04129, punch: 0.02693, weak: 0.02641, knockout: 0.02327, fighting: 0.02274, somebody: 0.02052, challenge: 0.01925, brutal: 0.01804"
Topic 146,"video: 0.19008, blog: 0.08444, facebook: 0.03922, answer: 0.03609, question: 0.03492, camera: 0.03038, shoot: 0.02741, scene: 0.02567, photo: 0.02013, spring: 0.01668"
Topic 147,"opec: 0.25821, barrel: 0.0819, crude: 0.06133, price: 0.0589, ripping: 0.05463, saudi: 0.02512, gasoline: 0.02374, artificial: 0.01826, fragile: 0.01781, lower: 0.01725"
Topic 148,"benghazi: 0.32271, attack: 0.02354, gowdy: 0.02178, cover: 0.02085, terrorist: 0.02025, qaeda: 0.01877, watergate: 0.01785, embassy: 0.01501, scandal: 0.01467, tape: 0.01424"
Topic 149,"agenda: 0.07587, maga: 0.04855, supporter: 0.04096, congressman: 0.0386, endorsement: 0.0358, complete: 0.0282, securing: 0.02046, strong: 0.01968, amendment: 0.01893, second: 0.01749"
Topic 150,"puerto: 0.16873, rico: 0.1673, hurricane: 0.02899, juan: 0.02596, grid: 0.02541, electric: 0.02393, island: 0.02314, incompetent: 0.01821, relief: 0.01592, fema: 0.01397"
Topic 151,"rigg: 0.09982, election: 0.07057, statistical: 0.03131, alter: 0.01668, rigging: 0.01613, dominant: 0.01565, digenova: 0.01524, vineyard: 0.01486, fitton: 0.01486, globe: 0.01486"
Topic 152,"vega: 0.23067, hotel: 0.0824, stay: 0.03091, staying: 0.02712, destination: 0.02627, glas: 0.02059, elite: 0.01977, room: 0.01615, golden: 0.0158, tower: 0.01567"
Topic 153,"yvette: 0.07244, comp: 0.07244, trump: 0.06104, jake: 0.05645, tyler: 0.05645, trumper: 0.0484, actor: 0.04327, obvious: 0.04292, creat: 0.02861, paul: 0.0285"
Topic 154,"fake: 0.07164, hoax: 0.02866, classic: 0.02748, fool: 0.02278, provider: 0.0199, faker: 0.0199, persona: 0.01924, footage: 0.01733, promoting: 0.01696, mcmaster: 0.01527"
Topic 155,"truth: 0.05623, mediocrity: 0.04919, listen: 0.04483, destin: 0.04111, speak: 0.03435, wanna: 0.01833, challenge: 0.01701, fight: 0.01613, brutal: 0.01593, opinion: 0.01543"
Topic 156,"fracking: 0.17868, energy: 0.04903, pennsylvania: 0.04194, abolish: 0.03233, frack: 0.03127, upstate: 0.02681, biden: 0.02442, harri: 0.02437, mining: 0.02066, natural: 0.01798"
Topic 157,"brady: 0.23695, kraft: 0.11816, quarterback: 0.11364, belichick: 0.10974, patriot: 0.05641, coach: 0.05619, comeback: 0.03645, erin: 0.03292, athlete: 0.02857, england: 0.02816"
Topic 158,"vancouver: 0.1842, toronto: 0.13686, canadian: 0.05166, canada: 0.04951, tower: 0.04056, hotel: 0.03065, gonna: 0.03014, pool: 0.02136, city: 0.01876, landmark: 0.01799"
Topic 159,"disaster: 0.11608, blip: 0.02295, core: 0.02091, perspective: 0.01882, catastrophe: 0.01687, common: 0.01452, picken: 0.01148, oversaw: 0.01148, mommy: 0.0111, inflict: 0.0111"
Topic 160,"suppression: 0.04417, pollster: 0.04238, poll: 0.03723, polling: 0.02693, fake: 0.02082, inaccurate: 0.01635, despite: 0.01502, number: 0.0138, internal: 0.01236, dishonest: 0.01211"
Topic 161,"america: 0.04458, make: 0.04375, silent: 0.01918, tycoon: 0.01862, making: 0.01657, great: 0.01533, creator: 0.01527, bear: 0.0135, masterpiece: 0.01271, golden: 0.01218"
Topic 162,"rating: 0.08735, demo: 0.02921, adult: 0.02532, television: 0.02402, viewer: 0.02169, dying: 0.01863, rudy: 0.0179, show: 0.01714, rank: 0.01652, network: 0.01647"
Topic 163,"black: 0.11308, racist: 0.06208, african: 0.05665, community: 0.03223, racism: 0.02824, vernon: 0.02299, ignorant: 0.02119, mogul: 0.02071, hood: 0.02027, africa: 0.01762"
Topic 164,"ireland: 0.22601, doonbeg: 0.08943, clare: 0.06775, irish: 0.06559, ocean: 0.057, link: 0.05062, golf: 0.04286, resort: 0.03978, atlantic: 0.03859, hotel: 0.03711"
Topic 165,"watch: 0.074, watching: 0.03493, answering: 0.03338, cast: 0.0269, fashion: 0.02678, appearance: 0.02497, blockbuster: 0.02107, designer: 0.02107, carlson: 0.01925, tuning: 0.01878"
Topic 166,"true: 0.1955, sooooo: 0.07564, myth: 0.04003, ovation: 0.03002, marco: 0.01889, piece: 0.01818, confirm: 0.01746, http: 0.01655, blue: 0.01597, standing: 0.01568"
Topic 167,"rove: 0.22772, karl: 0.21431, judd: 0.09942, ashley: 0.09113, loser: 0.02341, waste: 0.02075, spent: 0.02045, mitch: 0.0163, cycle: 0.01613, candidacy: 0.01613"
Topic 168,"mike: 0.1402, michael: 0.11431, mini: 0.07754, finger: 0.0513, dirty: 0.03286, martin: 0.0301, player: 0.02272, hamilton: 0.02092, backing: 0.02036, stag: 0.01987"
Topic 169,"signing: 0.10918, gift: 0.09518, copy: 0.08154, streaming: 0.07191, book: 0.06137, holiday: 0.05718, edition: 0.04332, order: 0.03595, donation: 0.03213, sign: 0.0314"
Topic 170,"protester: 0.08572, peaceful: 0.07268, looting: 0.06657, protest: 0.05926, riot: 0.05829, protestor: 0.04556, rioting: 0.03994, rioter: 0.03245, anarchist: 0.03116, protesting: 0.0305"
Topic 171,"thank: 0.04553, okay: 0.03388, great: 0.03327, exact: 0.03183, correct: 0.02664, couple: 0.02479, roger: 0.02302, advice: 0.01808, absolute: 0.011, friend: 0.00684"
Topic 172,"negotiation: 0.19527, persuasion: 0.06554, flexible: 0.05726, negotiating: 0.03786, treat: 0.03542, side: 0.03191, exact: 0.0302, horizon: 0.02622, persistence: 0.02489, conflict: 0.02488"
Topic 173,"media: 0.06835, silence: 0.02295, corporate: 0.02269, fake: 0.02043, example: 0.01701, reporting: 0.01662, cite: 0.01607, controversy: 0.01607, coverup: 0.01607, beyond: 0.01524"
Topic 174,"firefighter: 0.20279, union: 0.13947, fireman: 0.04516, member: 0.02966, mcquaid: 0.02912, membership: 0.0275, fire: 0.02414, endorsing: 0.0231, endorse: 0.02182, representing: 0.01756"
Topic 175,"kavanaugh: 0.19324, brett: 0.10771, confirmation: 0.04485, judge: 0.03583, justice: 0.03083, influence: 0.02668, supreme: 0.02556, accusation: 0.01951, court: 0.01869, accuser: 0.01591"
Topic 176,"schneiderman: 0.27502, eric: 0.12396, lightweight: 0.09775, contribution: 0.03468, suit: 0.03168, unheard: 0.02087, cuomo: 0.0204, attorney: 0.02038, file: 0.02009, hack: 0.01846"
Topic 177,"cuomo: 0.16056, governor: 0.04027, andrew: 0.03802, fredo: 0.02898, york: 0.02565, rent: 0.02033, brother: 0.01811, tele: 0.01505, siege: 0.01212, foundation: 0.01209"
Topic 178,"thinking: 0.04552, anyway: 0.02804, intelligent: 0.02255, donald: 0.02066, smart: 0.01887, christ: 0.01633, endorse: 0.01578, anybody: 0.0152, think: 0.01483, organization: 0.01476"
Topic 179,"model: 0.33282, role: 0.30602, intelligent: 0.03278, inspiration: 0.02918, terrific: 0.01735, culpo: 0.01582, personality: 0.0153, definite: 0.01505, olivia: 0.01446, position: 0.0143"
Topic 180,"hope: 0.09443, wish: 0.03606, dream: 0.03362, wishing: 0.02252, tina: 0.01885, predict: 0.01774, equality: 0.0168, president: 0.01677, admir: 0.01575, trace: 0.01545"
Topic 181,"september: 0.04878, year: 0.0397, file: 0.02835, annual: 0.02682, contradict: 0.02276, ungrateful: 0.02209, broken: 0.02203, universe: 0.02159, milestone: 0.02097, january: 0.02048"
Topic 182,"doctor: 0.0775, nurse: 0.07018, surgeon: 0.05527, scientist: 0.04265, medical: 0.04263, physician: 0.0276, studie: 0.02687, walter: 0.02677, frontline: 0.0196, medicine: 0.01708"
Topic 183,"drudge: 0.30554, report: 0.07592, pact: 0.02631, megyn: 0.02062, blast: 0.02062, dropping: 0.01997, radio: 0.01775, owning: 0.0151, foil: 0.0151, jihadist: 0.0151"
Topic 184,"wallace: 0.24019, chri: 0.1406, deface: 0.02172, interview: 0.02122, depending: 0.02038, sunday: 0.01992, mike: 0.01821, father: 0.01676, declare: 0.01483, enjoy: 0.01412"
Topic 185,"fame: 0.22319, hall: 0.21154, induct: 0.10977, baseball: 0.08952, pete: 0.08508, famer: 0.06193, rose: 0.05936, madison: 0.04913, garden: 0.0419, square: 0.04108"
Topic 186,"sugar: 0.31389, lord: 0.19993, dopey: 0.06454, alan: 0.04615, peanut: 0.02555, knee: 0.02252, worth: 0.02039, money: 0.01948, unlike: 0.01905, apprentice: 0.01425"
Topic 187,"welcome: 0.05499, whitehouse: 0.04847, host: 0.04404, honor: 0.04281, amir: 0.02372, flight: 0.02267, heroic: 0.02226, delight: 0.02167, afternoon: 0.01624, december: 0.01453"
Topic 188,"oscar: 0.35875, academy: 0.06393, boring: 0.0344, award: 0.02976, kidding: 0.02463, blast: 0.02407, suck: 0.02142, production: 0.02089, guilty: 0.01994, beauty: 0.01827"
Topic 189,"airline: 0.12354, plane: 0.11092, boeing: 0.0835, airplane: 0.06892, dalla: 0.05995, pilot: 0.05872, center: 0.03463, flying: 0.02778, sept: 0.02341, ticket: 0.02187"
Topic 190,"defund: 0.20379, police: 0.1283, defunding: 0.08302, abolish: 0.044, department: 0.02485, radical: 0.02305, sleepy: 0.02194, pact: 0.02029, crazy: 0.01934, biden: 0.01528"
Topic 191,"senate: 0.07932, nate: 0.04296, asap: 0.02899, confirmation: 0.02796, majority: 0.02772, confirm: 0.02601, seat: 0.01979, packing: 0.01953, hopeful: 0.01748, individual: 0.01664"
Topic 192,"penalty: 0.1639, boston: 0.09231, death: 0.08919, killer: 0.07548, trial: 0.04336, innocent: 0.03045, convict: 0.02587, murder: 0.024, suspect: 0.02377, animal: 0.02242"
Topic 193,"tune: 0.32565, monday: 0.09461, sure: 0.0433, episode: 0.03886, sunday: 0.03791, pier: 0.03386, morgan: 0.03245, tonight: 0.02557, blockbuster: 0.02479, latin: 0.02479"
Topic 194,"chicago: 0.19068, building: 0.04614, hotel: 0.0435, windy: 0.04337, view: 0.0327, dining: 0.03268, skyline: 0.0312, favorite: 0.02592, anniversary: 0.02245, featuring: 0.02127"
Topic 195,"jordan: 0.24733, teamwork: 0.03816, michael: 0.03571, identity: 0.03437, ranking: 0.03364, tournament: 0.029, watchdog: 0.01973, championship: 0.0195, indication: 0.01908, talent: 0.01866"
Topic 196,"interview: 0.09928, perspective: 0.03488, whitmer: 0.02057, softball: 0.01895, carrier: 0.01632, carrying: 0.01608, honest: 0.01576, terrific: 0.01554, horrific: 0.01523, martha: 0.01504"
Topic 197,"iraq: 0.13882, trillion: 0.0607, iraqi: 0.04008, hussein: 0.03678, baghdad: 0.03579, troop: 0.03059, wast: 0.02154, army: 0.0203, waste: 0.0195, dummy: 0.01797"
Topic 198,"wrestlemania: 0.26682, vince: 0.16931, mcmahon: 0.10043, induct: 0.05017, fame: 0.04251, cash: 0.03565, johnny: 0.03415, hall: 0.03324, epic: 0.03129, damn: 0.0304"
Topic 199,"putin: 0.20645, vladimir: 0.0422, strength: 0.02258, russia: 0.02244, scar: 0.01761, match: 0.01579, russian: 0.01511, nuclear: 0.01426, terror: 0.01364, obama: 0.01342"
Topic 200,"hard: 0.10469, work: 0.08554, fireman: 0.02576, random: 0.02491, swear: 0.02418, texan: 0.02296, overnight: 0.02296, toughest: 0.02243, nicole: 0.02152, heather: 0.02152"
Topic 201,"keystone: 0.27667, pipeline: 0.21289, approve: 0.06981, canada: 0.06184, gallon: 0.03169, reject: 0.02537, sell: 0.025, create: 0.02296, barrel: 0.0202, price: 0.01918"
Topic 202,"truth: 0.12068, common: 0.09682, sense: 0.08567, speak: 0.05245, toure: 0.03577, lying: 0.0288, hear: 0.028, concise: 0.02295, crosse: 0.02295, liking: 0.0222"
Topic 203,"love: 0.11003, manti: 0.03566, personality: 0.03449, crack: 0.03258, haha: 0.03106, genuine: 0.02873, refreshing: 0.02824, rough: 0.02736, baby: 0.02334, damn: 0.02245"
Topic 204,"libya: 0.2941, libyan: 0.08443, qaeda: 0.06792, embassy: 0.06337, consulate: 0.04469, benghazi: 0.03742, egypt: 0.03363, rebel: 0.03229, ambassador: 0.02899, attack: 0.02839"
Topic 205,"luck: 0.37185, good: 0.08384, evan: 0.03371, brian: 0.03351, afraid: 0.03121, thank: 0.02996, trace: 0.02859, bori: 0.02674, drew: 0.02329, jerry: 0.0189"
Topic 206,"birthday: 0.59729, happy: 0.31075, jamie: 0.03973, anthony: 0.0248, mark: 0.01355, luck: 0.01349, enjoy: 0.00802, hard: 0.00607, work: 0.00431, best: 0.00428"
Topic 207,"churchill: 0.34983, winston: 0.32285, fatal: 0.09336, courage: 0.07636, stood: 0.05838, sometime: 0.04882, count: 0.04859, failure: 0.04847, mean: 0.03076, attitude: 0.02999"
Topic 208,"night: 0.064, last: 0.03227, tonight: 0.02851, bomb: 0.02338, accurate: 0.02306, show: 0.02006, tonite: 0.01996, comedy: 0.01943, eastwood: 0.01943, drunk: 0.01943"
Topic 209,"bankruptcy: 0.23397, bankrupt: 0.20619, buffett: 0.13073, icahn: 0.11695, went: 0.08507, zell: 0.08064, caesar: 0.05003, dealmaker: 0.04358, warren: 0.03806, tool: 0.03802"
Topic 210,"charity: 0.12332, fundraiser: 0.08375, fundraising: 0.06034, dime: 0.04005, donat: 0.03499, obama: 0.03455, barack: 0.03153, transparent: 0.02377, offer: 0.02322, solyndra: 0.02291"
Topic 211,"rick: 0.0997, governor: 0.0814, scott: 0.0707, florida: 0.02827, endless: 0.0216, nelson: 0.01837, lake: 0.01566, venezuela: 0.01513, waver: 0.01267, hurricane: 0.01252"
Topic 212,"president: 0.0305, melissa: 0.02827, roast: 0.02583, thank: 0.0249, tyler: 0.02203, josh: 0.0193, dont: 0.0193, begging: 0.0185, next: 0.01715, please: 0.01679"
Topic 213,"egypt: 0.21714, brotherhood: 0.17256, muslim: 0.1328, mubarak: 0.07754, islamist: 0.04005, arab: 0.03744, abandon: 0.0302, spring: 0.0297, morocco: 0.02404, allie: 0.02192"
Topic 214,"schumer: 0.13004, chuck: 0.09029, cryin: 0.07267, senator: 0.02025, harry: 0.017, salt: 0.01574, senate: 0.01386, reid: 0.01335, complaining: 0.01168, obstruct: 0.01092"
Topic 215,"georgia: 0.23308, macon: 0.07379, atlanta: 0.04446, soon: 0.02293, memorie: 0.01891, afternoon: 0.01889, lawsuit: 0.01853, tallest: 0.01845, sidney: 0.01845, distinction: 0.01845"
Topic 216,"morning: 0.11926, interview: 0.08062, enjoy: 0.04568, week: 0.02406, talk: 0.02039, consult: 0.02007, cnbc: 0.02006, sunday: 0.01841, toledo: 0.01789, globe: 0.01789"
Topic 217,"growth: 0.07551, club: 0.07398, extortion: 0.05555, million: 0.05026, negative: 0.04892, letter: 0.03551, extort: 0.03324, dollar: 0.02606, billion: 0.02541, spent: 0.02038"
Topic 218,"briefing: 0.26941, task: 0.24241, force: 0.12806, pres: 0.11985, live: 0.07032, whitehouse: 0.0703, participate: 0.03332, southcom: 0.03147, directing: 0.01573, usda: 0.01573"
Topic 219,"schiff: 0.09264, adam: 0.05844, impeachment: 0.05377, sham: 0.04548, proceeding: 0.03076, jurisdiction: 0.0216, inquiry: 0.02115, impeaching: 0.01589, partisan: 0.01516, chairman: 0.01342"
Topic 220,"partner: 0.06699, opposition: 0.03232, media: 0.03096, fake: 0.02044, mainstream: 0.018, chart: 0.01659, allie: 0.01642, criticism: 0.01527, democrat: 0.01462, determine: 0.01428"
Topic 221,"sander: 0.18292, bernie: 0.12482, nomination: 0.02679, delegate: 0.02243, surging: 0.01932, somewhat: 0.01901, revolution: 0.0177, independent: 0.01759, kaine: 0.01705, supporter: 0.01649"
Topic 222,"debate: 0.12716, sheep: 0.02253, hearsay: 0.02253, imperative: 0.02129, vetting: 0.02129, conclude: 0.02129, lion: 0.02076, concern: 0.02028, opinion: 0.01949, preparation: 0.01877"
Topic 223,"alabama: 0.17286, ncaa: 0.04352, mobile: 0.036, crowd: 0.03541, tide: 0.02707, mississippi: 0.02515, wild: 0.01852, roll: 0.0177, oklahoma: 0.01734, night: 0.01593"
Topic 224,"support: 0.03056, hickenlooper: 0.0281, lara: 0.02717, stating: 0.02567, minor: 0.02396, thereby: 0.02396, agreeing: 0.02396, nrsc: 0.02304, thank: 0.02234, gratitude: 0.02156"
Topic 225,"eastern: 0.19267, interview: 0.10124, tonight: 0.07968, enjoy: 0.04331, buzz: 0.02577, jodi: 0.02375, dobb: 0.02185, tune: 0.02121, ashley: 0.01985, cleveland: 0.01908"
Topic 226,"elizabeth: 0.20084, warren: 0.18165, goofy: 0.16159, native: 0.10283, sometime: 0.04252, indian: 0.04126, heritage: 0.03764, husband: 0.0223, senator: 0.02056, dress: 0.01966"
Topic 227,"vote: 0.05155, nichola: 0.0259, hogan: 0.0259, smuggler: 0.0259, argue: 0.02505, resume: 0.02431, count: 0.02265, steph: 0.02256, backbone: 0.02124, refreshing: 0.02051"
Topic 228,"whitehouse: 0.11064, instruction: 0.02411, widespread: 0.02171, greeting: 0.02125, guideline: 0.02083, unveil: 0.02044, nightmare: 0.01942, delivery: 0.01942, gathering: 0.01942, cooperation: 0.01912"
Topic 229,"inspiration: 0.34001, inspire: 0.07934, picasso: 0.05269, pablo: 0.05269, unique: 0.03982, strait: 0.02548, marketing: 0.02548, define: 0.02548, exist: 0.02479, paint: 0.02407"
Topic 230,"journalist: 0.0378, reporter: 0.03622, report: 0.02998, story: 0.0262, reporting: 0.02325, written: 0.02235, laura: 0.02118, marcu: 0.01743, huffpost: 0.01743, controversy: 0.01686"
Topic 231,"tweet: 0.08524, twitter: 0.07627, random: 0.0318, trending: 0.03164, ryan: 0.01714, tweeting: 0.01714, accuracy: 0.0159, censor: 0.01502, assistant: 0.01465, gumbel: 0.01465"
Topic 232,"levin: 0.28719, mark: 0.11798, henry: 0.10013, liberty: 0.05223, eastern: 0.03233, shred: 0.02862, preach: 0.02768, famer: 0.02768, amen: 0.02133, plain: 0.01819"
Topic 233,"japan: 0.14994, prime: 0.0961, minister: 0.09211, emperor: 0.05209, japanese: 0.03714, majesty: 0.02084, ernie: 0.01956, olympic: 0.01915, behalf: 0.01494, honoring: 0.01492"
Topic 234,"awesome: 0.05318, amazing: 0.04997, coolest: 0.04501, youre: 0.04501, cool: 0.04423, legit: 0.04012, course: 0.0376, brilliant: 0.03702, thank: 0.03675, feature: 0.02528"
Topic 235,"cute: 0.16241, vote: 0.03393, dont: 0.03104, sheila: 0.02273, convincing: 0.02133, lizz: 0.02076, please: 0.02024, includ: 0.0198, donating: 0.01899, dave: 0.01831"
Topic 236,"billionaire: 0.21636, breed: 0.06242, think: 0.03818, rich: 0.02994, visionary: 0.0263, like: 0.02581, chase: 0.02341, monitor: 0.02117, aspect: 0.02059, tree: 0.02059"
Topic 237,"train: 0.07731, aboard: 0.04596, oversea: 0.03492, america: 0.01972, make: 0.01957, nerve: 0.01738, carrillo: 0.01738, puppet: 0.01657, emission: 0.01602, reopening: 0.01565"
Topic 238,"compliment: 0.11557, remembering: 0.06376, late: 0.04395, handsome: 0.03332, royal: 0.03257, anytime: 0.02913, sound: 0.02908, thank: 0.02892, version: 0.02376, patrick: 0.02354"
Topic 239,"approval: 0.19515, rating: 0.11069, party: 0.09437, republican: 0.05477, handling: 0.02197, swing: 0.02015, happier: 0.01743, leading: 0.0144, thank: 0.01429, fuel: 0.01336"
Topic 240,"charlotte: 0.22924, lake: 0.07412, norman: 0.07155, club: 0.0466, clubhouse: 0.03562, design: 0.03219, course: 0.03116, magnificent: 0.02244, shore: 0.02227, elite: 0.02182"
Topic 241,"nice: 0.28512, damn: 0.12161, thank: 0.0415, quite: 0.0367, shame: 0.03515, wonderful: 0.02263, seem: 0.0209, wish: 0.02054, good: 0.00794, true: 0.00647"
Topic 242,"tennessee: 0.29717, nashville: 0.20581, landing: 0.02397, franklin: 0.0207, expect: 0.0203, crowd: 0.02, install: 0.01852, valley: 0.01589, sharing: 0.0147, bles: 0.01432"
Topic 243,"snowden: 0.34124, traitor: 0.13423, edward: 0.07287, moscow: 0.04288, asylum: 0.03283, damage: 0.03083, russia: 0.03035, attending: 0.02442, grant: 0.02401, pageant: 0.02266"
Topic 244,"detroit: 0.07577, ballot: 0.04157, michigan: 0.03723, observer: 0.03579, error: 0.03537, counting: 0.03487, county: 0.02766, dominion: 0.02573, milwaukee: 0.0249, philadelphia: 0.02308"
Topic 245,"minister: 0.17308, prime: 0.16915, bori: 0.05793, intensive: 0.04382, johnson: 0.03913, welcome: 0.03735, bilateral: 0.03425, india: 0.03211, honor: 0.02835, greece: 0.02835"
Topic 246,"rasmussen: 0.26391, approval: 0.07582, higher: 0.04798, poll: 0.03604, rating: 0.03162, accurate: 0.02747, intense: 0.02078, internal: 0.01915, black: 0.01721, jump: 0.01711"
Topic 247,"year: 0.05079, claim: 0.04929, fallout: 0.03011, sheep: 0.02912, drag: 0.02826, athletic: 0.02826, kislyak: 0.0275, motto: 0.0275, lion: 0.02683, nine: 0.02516"
Topic 248,"pastor: 0.1747, brunson: 0.08755, church: 0.05254, turkey: 0.03704, christian: 0.02725, faith: 0.02456, andrew: 0.02362, hostage: 0.02198, religion: 0.01872, prison: 0.01852"
Topic 249,"virginia: 0.21889, west: 0.07335, richmond: 0.04085, inch: 0.02042, employee: 0.0203, statewide: 0.01917, conservation: 0.01917, jefferson: 0.01917, norfolk: 0.01866, value: 0.01837"
Topic 250,"enjoy: 0.29796, interview: 0.21069, minute: 0.06741, pleasure: 0.0322, starting: 0.0193, heard: 0.01826, david: 0.017, interesting: 0.01503, second: 0.01111, allow: 0.01016"
Topic 251,"opioid: 0.14999, drug: 0.08789, prescription: 0.05839, unus: 0.04052, epidemic: 0.03858, pilot: 0.02927, location: 0.02685, addiction: 0.02622, medication: 0.02552, test: 0.0242"
Topic 252,"mini: 0.12609, bloomberg: 0.09992, mike: 0.05481, performance: 0.03168, steyer: 0.0257, debate: 0.02278, boxe: 0.02009, stage: 0.0144, bernie: 0.0143, crazy: 0.01277"
Topic 253,"oval: 0.263, office: 0.09842, meeting: 0.02694, switch: 0.02514, drew: 0.02189, thursday: 0.02159, sitting: 0.02063, jeff: 0.01996, nikki: 0.01638, haley: 0.01638"
Topic 254,"interview: 0.08389, discussing: 0.05744, dick: 0.03875, segment: 0.03176, yesterday: 0.03022, catch: 0.02552, earlier: 0.02355, spoiler: 0.02133, oblivion: 0.02133, teresa: 0.02076"
Topic 255,"virginia: 0.11534, amendment: 0.04034, commonwealth: 0.03121, abortion: 0.03019, ralph: 0.0274, gillespie: 0.02424, save: 0.02291, straighten: 0.02118, away: 0.02071, siege: 0.02013"
Topic 256,"autism: 0.30181, vaccination: 0.06788, vaccine: 0.04658, research: 0.03494, children: 0.0301, haul: 0.02874, contribute: 0.0279, thanking: 0.02649, child: 0.02468, wright: 0.0228"
Topic 257,"failure: 0.07733, fail: 0.05481, matter: 0.04365, mistake: 0.03318, failing: 0.02642, alec: 0.02534, strategist: 0.02534, observation: 0.0245, stack: 0.02378, explanation: 0.02315"
Topic 258,"birthday: 0.24, happy: 0.09916, gift: 0.04452, wishing: 0.04283, mentor: 0.03919, wish: 0.03049, daughter: 0.02446, rocking: 0.0239, admirer: 0.0239, share: 0.02389"
Topic 259,"executive: 0.17222, order: 0.08032, ordering: 0.04366, regulatory: 0.02911, issuing: 0.02833, sign: 0.02546, signing: 0.02053, whitehouse: 0.0163, myth: 0.015, louder: 0.015"
Topic 260,"knight: 0.02442, planet: 0.02318, make: 0.02224, restore: 0.02118, changing: 0.02049, america: 0.02032, assure: 0.0194, woke: 0.01876, otto: 0.01876, conquer: 0.01821"
Topic 261,"monday: 0.14858, week: 0.09156, next: 0.05995, usatoday: 0.05433, weekend: 0.05044, dust: 0.03476, sunday: 0.03297, dude: 0.03203, debut: 0.03064, relax: 0.03003"
Topic 262,"please: 0.26108, joey: 0.05154, donny: 0.05002, president: 0.04743, consider: 0.02049, finish: 0.02004, conservative: 0.0187, least: 0.01816, awesome: 0.01574, need: 0.01484"
Topic 263,"enjoy: 0.38322, pleasure: 0.09388, edit: 0.07376, taste: 0.06123, anytime: 0.06123, careful: 0.03452, bought: 0.03436, fair: 0.02058, hear: 0.01917, thank: 0.01519"
Topic 264,"spying: 0.09864, surveillance: 0.09611, clearance: 0.03587, intelligence: 0.03151, unmasking: 0.0289, spygate: 0.02764, misconduct: 0.02623, electronic: 0.02391, brennan: 0.0218, scandal: 0.01894"
Topic 265,"paycheck: 0.09696, protection: 0.06296, program: 0.05966, loan: 0.04759, sick: 0.03635, relief: 0.03624, small: 0.03453, bill: 0.03346, leave: 0.0316, funding: 0.02854"
Topic 266,"testing: 0.13315, test: 0.08658, case: 0.03779, combin: 0.02564, countrie: 0.02062, fewer: 0.02014, bigger: 0.01845, capacity: 0.01799, million: 0.01752, near: 0.0146"
Topic 267,"agree: 0.43046, disagree: 0.16326, tina: 0.07601, strict: 0.06122, amen: 0.05664, destiny: 0.05375, pier: 0.0519, patrick: 0.04784, cool: 0.03734, count: 0.03323"
Topic 268,"vote: 0.07552, sitting: 0.04633, gary: 0.04325, johnson: 0.03813, rocky: 0.03279, jodi: 0.03279, casting: 0.03137, president: 0.02977, pulling: 0.02867, waste: 0.02747"
Topic 269,"respect: 0.13574, competitor: 0.04777, respectful: 0.03689, respecting: 0.02576, liking: 0.02491, utmost: 0.02491, mister: 0.02418, self: 0.0234, censorship: 0.02152, belittle: 0.02152"
Topic 270,"tonight: 0.14999, telemundo: 0.04545, favourite: 0.04396, lineup: 0.04396, wait: 0.03927, bravo: 0.03798, advice: 0.03723, watch: 0.03451, cant: 0.02945, trending: 0.02916"
Topic 271,"harassment: 0.4657, izing: 0.22254, presidential: 0.1594, dominion: 0.14141, assault: 0.04196, three: 0.03633, harass: 0.03482, part: 0.03444, staffer: 0.031, robb: 0.0289"
Topic 272,"secretary: 0.08096, acting: 0.05794, tillerson: 0.04543, deputy: 0.04028, ronny: 0.03408, pleas: 0.03184, service: 0.03126, admiral: 0.02899, esper: 0.02665, interior: 0.02501"
