Topic,Words
Topic 545,"nobel: 0.43788, prize: 0.37911, peace: 0.17493, norwegian: 0.10554, israel: 0.04299, doctrine: 0.03402, nomination: 0.03072, accord: 0.02881, surprising: 0.02452, cspan: 0.02424"
Topic 546,"laugh: 0.30546, gilbert: 0.23433, laughing: 0.16972, sony: 0.07553, humor: 0.07329, racial: 0.06397, sharpton: 0.06177, embarrassing: 0.06177, inspector: 0.05511, segment: 0.05445"
Topic 547,"trial: 0.09438, impeachment: 0.06984, senate: 0.06567, withdrawn: 0.05863, article: 0.05208, motion: 0.04966, hawley: 0.04966, josh: 0.0413, argument: 0.0377, enter: 0.03034"
Topic 548,"pardon: 0.30301, thanksgiving: 0.09563, turkey: 0.07411, grant: 0.04421, sheriff: 0.04227, flynn: 0.03299, clemency: 0.03032, arthur: 0.02932, full: 0.0267, hang: 0.02639"
Topic 549,"olympic: 0.22764, athlete: 0.15341, medal: 0.0934, soccer: 0.05772, gold: 0.05116, team: 0.03456, hockey: 0.03389, male: 0.03389, whitney: 0.03276, winning: 0.03244"
Topic 550,"announcement: 0.17254, announce: 0.15089, announcing: 0.08305, sellout: 0.06458, bean: 0.05948, replay: 0.05689, stay: 0.05632, streaming: 0.05575, waiting: 0.05367, jeffrey: 0.04498"
Topic 551,"flexibility: 0.12784, relief: 0.09514, senate: 0.06816, pass: 0.06418, loan: 0.0521, bipartisan: 0.04998, desk: 0.04669, bill: 0.04468, cash: 0.03736, tolerate: 0.0318"
Topic 552,"graham: 0.28457, franklin: 0.22631, reverend: 0.03809, stating: 0.03597, father: 0.03018, religion: 0.02929, funeral: 0.02851, stat: 0.02671, evil: 0.02385, electoral: 0.02364"
Topic 553,"terrible: 0.15947, deductible: 0.06788, awful: 0.06687, brad: 0.05969, suck: 0.05366, hair: 0.04957, worse: 0.04532, atlantic: 0.0359, response: 0.03169, source: 0.03044"
Topic 554,"edison: 0.5307, thoma: 0.41264, literal: 0.06477, certain: 0.05243, giving: 0.04268, realize: 0.04144, dress: 0.04085, exhaust: 0.03735, failure: 0.0339, life: 0.03113"
Topic 555,"visit: 0.0781, staff: 0.04881, flyover: 0.04369, mumbai: 0.04125, europe: 0.04002, internet: 0.03113, enjoying: 0.03077, technology: 0.03043, sure: 0.02924, hire: 0.0289"
Topic 556,"plateau: 0.41966, achiever: 0.38913, achievement: 0.34161, beginning: 0.16129, move: 0.14855, forward: 0.08113, entrepreneur: 0.03987, tread: 0.03931, water: 0.03223, critic: 0.02762"
Topic 557,"fraud: 0.07531, lobby: 0.0271, slogan: 0.0271, zucker: 0.02652, cavuto: 0.0255, untrue: 0.0255, severe: 0.02505, customer: 0.02225, cheating: 0.02225, rumor: 0.02225"
Topic 558,"defender: 0.03342, slight: 0.03271, cleaning: 0.03145, anytime: 0.02988, decade: 0.02846, korean: 0.02646, landmark: 0.02646, garden: 0.02506, announce: 0.02479, mind: 0.02347"
Topic 559,"monster: 0.28048, blue: 0.22601, renovation: 0.04543, hole: 0.04008, finishing: 0.03687, rave: 0.03687, conquer: 0.03459, alike: 0.03366, feat: 0.03283, toughest: 0.03209"
Topic 560,"ready: 0.19861, dustin: 0.16504, deal: 0.13259, scar: 0.11252, sure: 0.11048, fine: 0.07349, sorry: 0.06394, member: 0.04759, fair: 0.04423, sign: 0.03073"
Topic 561,"fema: 0.2309, responder: 0.10203, coast: 0.03401, distribution: 0.03212, irma: 0.03212, tube: 0.03133, guard: 0.02962, circumstance: 0.02881, commonwealth: 0.0283, traveling: 0.0283"
Topic 562,"jordan: 0.15725, impeachment: 0.05104, inquiry: 0.0433, decide: 0.03965, impeach: 0.03572, striking: 0.03545, sham: 0.03486, hearsay: 0.03428, insanity: 0.03237, iron: 0.02803"
Topic 563,"kate: 0.60568, boot: 0.12626, terrell: 0.06313, dustin: 0.06104, broadway: 0.06104, tube: 0.05622, maggie: 0.0527, theme: 0.0517, crap: 0.05078, johnny: 0.04454"
Topic 564,"cancer: 0.40939, breast: 0.14853, battling: 0.07681, stacey: 0.07013, rare: 0.04776, treatment: 0.0436, girl: 0.04234, millennial: 0.0384, bone: 0.03713, stage: 0.03575"
Topic 565,"morning: 0.17661, appearance: 0.08637, wake: 0.08433, studio: 0.06515, breakfast: 0.05884, tradition: 0.05603, exercise: 0.05226, cure: 0.04927, began: 0.04725, gary: 0.04284"
Topic 566,"macy: 0.20462, shop: 0.06829, closet: 0.04655, silk: 0.04368, gene: 0.03621, england: 0.03462, wearing: 0.0317, main: 0.02977, stick: 0.02894, quality: 0.02603"
Topic 567,"post: 0.14487, hotel: 0.12471, office: 0.0968, building: 0.04411, site: 0.03554, luxury: 0.03397, andre: 0.03182, jose: 0.03109, washington: 0.03102, transform: 0.02874"
Topic 568,"please: 0.15806, michele: 0.06413, writing: 0.04286, commander: 0.04251, interesting: 0.03976, william: 0.03714, brian: 0.03443, half: 0.03174, consider: 0.02748, kind: 0.02593"
Topic 569,"turnberry: 0.25884, property: 0.03646, tycoon: 0.036, resort: 0.03387, takeover: 0.03288, bucket: 0.03133, transform: 0.02896, colin: 0.02847, iconic: 0.0254, plan: 0.02373"
Topic 570,"nuclear: 0.15479, nuke: 0.10007, weapon: 0.06016, regarding: 0.03537, caus: 0.03448, acquire: 0.03253, unilateral: 0.03156, brighter: 0.03156, capability: 0.02996, helsinki: 0.02927"
Topic 571,"truth: 0.24038, acosta: 0.0709, sanchez: 0.0709, herschel: 0.0709, truthful: 0.05606, speaking: 0.04824, dead: 0.04483, defending: 0.04408, essential: 0.0433, shutdown: 0.0317"
Topic 572,"bahia: 0.65197, somehow: 0.0557, tale: 0.0526, imagine: 0.04726, surround: 0.04555, classic: 0.03969, existing: 0.03347, turning: 0.02934, prez: 0.02654, nice: 0.02514"
Topic 573,"floyd: 0.32493, george: 0.17424, memory: 0.11751, vain: 0.06064, handl: 0.05708, cause: 0.05645, trouble: 0.0537, protester: 0.04169, professional: 0.03863, posting: 0.02932"
Topic 574,"ukrainian: 0.06079, conversation: 0.06069, schiff: 0.04734, adam: 0.0417, ukraine: 0.03647, fraudulent: 0.03372, version: 0.0315, supposed: 0.02667, shifty: 0.02598, read: 0.02427"
Topic 575,"france: 0.09621, french: 0.04493, terrorism: 0.04321, terror: 0.04268, attack: 0.03955, condemn: 0.03762, terrorist: 0.03512, violent: 0.02828, horrible: 0.02771, eradicate: 0.02621"
Topic 576,"opening: 0.09935, open: 0.09, usopen: 0.06267, webb: 0.06099, mnuchin: 0.05948, wmur: 0.05948, reopening: 0.05813, gitmo: 0.05373, midterm: 0.04772, starting: 0.04744"
Topic 577,"join: 0.11715, facebook: 0.10095, live: 0.08331, page: 0.05587, colorado: 0.04945, involving: 0.04718, enterprise: 0.0444, denver: 0.04152, recognize: 0.03371, ceremony: 0.03032"
Topic 578,"first: 0.185, america: 0.10858, hillary: 0.0182, ever: 0.01678, time: 0.00832, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 579,"sleepy: 0.19641, sleep: 0.07377, relax: 0.05129, strange: 0.03462, drive: 0.03317, rosie: 0.03004, usual: 0.02906, slow: 0.02721, disgrace: 0.02479, rest: 0.0231"
Topic 580,"politic: 0.09955, advocating: 0.08949, marxist: 0.08171, lawmaker: 0.06752, omar: 0.05669, slam: 0.05615, resolution: 0.04831, pursuit: 0.04326, interfering: 0.04085, reviewing: 0.04085"
Topic 581,"nasdaq: 0.58851, high: 0.0799, close: 0.07261, record: 0.05541, depending: 0.05405, exchange: 0.04225, remaining: 0.03759, upcoming: 0.03176, schedule: 0.03153, following: 0.02724"
Topic 582,"spying: 0.09952, watergate: 0.08729, investigator: 0.03412, pretend: 0.03236, scandal: 0.02857, unprecedent: 0.02583, coverup: 0.02422, describing: 0.0235, overthrow: 0.0235, ought: 0.02231"
Topic 583,"colorado: 0.4746, cory: 0.06469, idaho: 0.06331, inviting: 0.06205, western: 0.05783, denver: 0.05693, pour: 0.05006, spring: 0.04425, summit: 0.03129, conservative: 0.02587"
Topic 584,"nafta: 0.2291, terminate: 0.06855, interfere: 0.05611, canada: 0.03478, decade: 0.03415, toyota: 0.02971, simp: 0.02938, mutual: 0.02883, renegotiate: 0.02883, replace: 0.02658"
Topic 585,"comey: 0.11307, leak: 0.09955, jame: 0.07881, memo: 0.04715, information: 0.04166, lyin: 0.02954, twelve: 0.02717, sleaze: 0.02717, define: 0.02717, believing: 0.02566"
Topic 586,"birthday: 0.13831, icon: 0.05427, happy: 0.05371, independence: 0.04729, song: 0.04506, difference: 0.03648, businessman: 0.0354, eternal: 0.03428, ring: 0.02714, certificate: 0.02624"
Topic 587,"narrow: 0.10717, luckier: 0.09786, gary: 0.09414, mind: 0.08186, fill: 0.05634, harder: 0.05426, player: 0.05417, think: 0.05266, caleb: 0.05181, damaging: 0.05028"
Topic 588,"care: 0.07148, medication: 0.06627, afford: 0.04356, healthcare: 0.04128, familie: 0.03035, struggling: 0.02919, deserve: 0.0276, rest: 0.02729, connect: 0.0256, fauci: 0.0256"
Topic 589,"jersey: 0.41649, bedminster: 0.08885, miraculous: 0.05178, terrell: 0.05178, witness: 0.04322, zimmerman: 0.04241, perspective: 0.04241, breitbart: 0.03907, joseph: 0.03851, flying: 0.03414"
Topic 590,"going: 0.10736, horse: 0.09206, calm: 0.07489, choose: 0.0653, sold: 0.05205, move: 0.03066, mark: 0.03058, went: 0.02987, still: 0.02214, great: 0.01929"
Topic 591,"susteren: 0.51086, greta: 0.23512, tonight: 0.05243, tune: 0.05108, slight: 0.03668, record: 0.03625, interview: 0.03221, channel: 0.02839, topic: 0.02782, serie: 0.02564"
Topic 592,"college: 0.14203, graduate: 0.10903, student: 0.0932, graduation: 0.06036, young: 0.03492, herschel: 0.03389, introducing: 0.03276, financing: 0.0318, studying: 0.03018, sweat: 0.03018"
Topic 593,"jeffrey: 0.34786, lord: 0.18119, card: 0.05793, crossfire: 0.03538, bucket: 0.03457, zucker: 0.03384, insightful: 0.03254, dare: 0.03254, jeff: 0.03205, presentation: 0.03043"
Topic 594,"kemp: 0.21644, brian: 0.11432, georgia: 0.07879, governor: 0.04212, stacey: 0.0397, opponent: 0.02452, campaigning: 0.0245, endorsement: 0.02304, buddy: 0.02174, tattoo: 0.0204"
Topic 595,"that: 0.10754, happy: 0.09565, hilary: 0.05622, adore: 0.05377, intelligent: 0.04349, knock: 0.04078, century: 0.03962, asset: 0.0389, independence: 0.03789, clean: 0.02851"
Topic 596,"usopen: 0.14576, opening: 0.07702, tony: 0.06624, match: 0.06114, player: 0.05234, open: 0.05233, superb: 0.04859, usga: 0.04859, french: 0.04165, tournament: 0.03798"
Topic 597,"monday: 0.42727, usatoday: 0.10227, remaining: 0.08844, sunday: 0.08214, week: 0.08009, india: 0.07172, session: 0.06741, following: 0.0641, sometime: 0.05918, necessary: 0.05836"
Topic 598,"repeal: 0.18024, replace: 0.14988, mitch: 0.05053, mcconnell: 0.03488, cassidy: 0.03465, excessive: 0.03465, repealing: 0.0335, senator: 0.03269, plate: 0.03086, expectation: 0.02577"
Topic 599,"robert: 0.09378, obamacare: 0.08382, justice: 0.06368, supreme: 0.05774, turmoil: 0.05516, court: 0.03858, appointee: 0.03545, bushe: 0.03428, library: 0.03237, stunt: 0.03085"
Topic 600,"patton: 0.3981, george: 0.14838, general: 0.06485, mistaken: 0.03873, marshall: 0.03634, spinning: 0.03634, object: 0.03536, bounce: 0.03536, alike: 0.03536, broadcasting: 0.03449"
Topic 601,"talent: 0.19087, goldberg: 0.04832, decent: 0.04466, fastest: 0.0413, lowlife: 0.03699, ability: 0.03251, beating: 0.03251, smarter: 0.03152, growing: 0.03128, handling: 0.03105"
Topic 602,"growth: 0.1785, club: 0.17486, extortion: 0.14248, extort: 0.08534, negative: 0.07792, letter: 0.0725, nasty: 0.04245, liar: 0.04172, math: 0.03714, sent: 0.03457"
Topic 603,"wharton: 0.45768, finance: 0.08755, school: 0.07532, grad: 0.0474, humble: 0.0474, checker: 0.04477, miranda: 0.04366, brilliant: 0.04005, graduate: 0.03944, madison: 0.03755"
Topic 604,"theory: 0.21166, critical: 0.16956, race: 0.09775, teaching: 0.06827, training: 0.06751, racism: 0.05399, division: 0.05229, funding: 0.05023, taxpayer: 0.04896, federal: 0.04883"
Topic 605,"sweat: 0.10801, till: 0.0902, never: 0.07615, rolling: 0.0716, dope: 0.06833, forever: 0.05736, spirit: 0.05295, heard: 0.04074, nobody: 0.03685, stay: 0.02557"
Topic 606,"scandal: 0.14603, devin: 0.10484, uncover: 0.09959, plot: 0.09146, nune: 0.07353, biggest: 0.04693, congressman: 0.04204, lifting: 0.03094, accuracy: 0.03094, spiral: 0.03003"
Topic 607,"clas: 0.22043, middle: 0.06752, grad: 0.04843, parker: 0.04843, leeza: 0.04574, sincere: 0.04029, crew: 0.03726, staff: 0.03608, classic: 0.03451, ruling: 0.03268"
Topic 608,"silent: 0.48042, majority: 0.31951, stronger: 0.13919, film: 0.11161, taunt: 0.07329, reign: 0.06956, entertaining: 0.05381, impress: 0.05204, shoot: 0.05097, audience: 0.04649"
Topic 609,"steve: 0.2341, innovation: 0.15153, apple: 0.09656, follower: 0.09325, perseverance: 0.07744, economist: 0.06876, separate: 0.05674, pure: 0.0531, withdraw: 0.04348, spinning: 0.04079"
Topic 610,"love: 0.07322, emotional: 0.07187, silk: 0.06974, crying: 0.06469, circle: 0.06088, davi: 0.05693, classy: 0.05245, diamond: 0.05121, australia: 0.04754, comeback: 0.04284"
Topic 611,"muslim: 0.24823, credible: 0.07887, celebration: 0.05936, columnist: 0.046, video: 0.03964, islamist: 0.03944, caliphate: 0.03814, katie: 0.03755, monitor: 0.03699, burning: 0.03646"
Topic 612,"fire: 0.22839, firing: 0.06213, pulse: 0.05985, yell: 0.05787, marshall: 0.05616, rude: 0.0533, finger: 0.04584, basement: 0.04076, adult: 0.04031, station: 0.03946"
Topic 613,"photo: 0.36172, picture: 0.08885, visitor: 0.06126, kenosha: 0.05533, confirmation: 0.0519, crew: 0.05116, harvey: 0.04633, display: 0.04633, shoot: 0.04488, rescue: 0.04277"
Topic 614,"dept: 0.09021, ilhan: 0.06077, judicial: 0.06037, justice: 0.05575, ethic: 0.0481, complaint: 0.04423, omar: 0.04423, management: 0.04382, department: 0.03695, behaving: 0.03491"
Topic 615,"wisconsin: 0.12961, brian: 0.02977, legislator: 0.02922, impose: 0.0271, supreme: 0.02536, producing: 0.02462, switch: 0.02385, massachusett: 0.02316, court: 0.02259, voting: 0.02204"
Topic 616,"volunteer: 0.33395, watcher: 0.2839, sign: 0.0938, poll: 0.05387, election: 0.04762, download: 0.04007, today: 0.03193, observer: 0.02828, maga: 0.02435, trump: 0.00926"
Topic 617,"subpoena: 0.34627, unprecedent: 0.06482, committee: 0.05814, investigate: 0.04405, debacle: 0.0419, accusing: 0.0419, issuing: 0.03825, justify: 0.03646, targeting: 0.02734, mccarthy: 0.02581"
Topic 618,"enemy: 0.26496, invisible: 0.24734, detainee: 0.05434, signal: 0.04691, resolve: 0.04603, fighting: 0.04544, hidden: 0.04521, learning: 0.0356, leadership: 0.03475, match: 0.03318"
Topic 619,"promise: 0.32575, kept: 0.27001, reputation: 0.08605, exit: 0.06077, made: 0.05329, window: 0.05193, lifetime: 0.04227, integrity: 0.04122, limit: 0.03849, plenty: 0.03695"
Topic 620,"appearance: 0.09382, today: 0.05357, platform: 0.05294, timing: 0.05082, december: 0.04853, recover: 0.0481, visit: 0.04578, visiting: 0.04545, restore: 0.04319, rebuild: 0.04204"
Topic 621,"ticket: 0.24357, join: 0.09429, virginia: 0.09267, center: 0.09175, avail: 0.06734, october: 0.05506, novi: 0.05237, west: 0.05086, target: 0.04953, membership: 0.04782"
Topic 622,"hope: 0.3449, optimistic: 0.22281, spoken: 0.17437, disappoint: 0.14644, well: 0.12267, ever: 0.02517, thank: 0.00539, : 1e-05, : 1e-05, : 1e-05"
Topic 623,"true: 0.13458, although: 0.0739, honest: 0.03853, thank: 0.03085, http: 0.01171, real: 0.00649, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 624,"park: 0.2213, brutal: 0.1134, innocent: 0.10008, attacking: 0.07158, disruption: 0.04118, checker: 0.04008, dress: 0.04008, documentary: 0.03414, settle: 0.03312, manhattan: 0.03264"
Topic 625,"score: 0.21352, excitement: 0.20668, motivation: 0.2025, except: 0.11491, playing: 0.10716, game: 0.09428, money: 0.0497, keep: 0.03654, sponsor: 0.02792, user: 0.0267"
Topic 626,"birthday: 0.1781, happy: 0.06587, kristen: 0.03872, shaun: 0.03872, idol: 0.03068, icon: 0.02995, jump: 0.02928, celebration: 0.02632, stewart: 0.02487, facebook: 0.02024"
Topic 627,"drudge: 0.19334, slate: 0.09219, debate: 0.05864, poll: 0.04272, krauthammer: 0.04148, audience: 0.03784, dopey: 0.0309, freeman: 0.03073, winning: 0.03043, line: 0.02946"
Topic 628,"lindsey: 0.23316, graham: 0.1846, zero: 0.06053, romney: 0.04001, quit: 0.0381, bush: 0.0381, binding: 0.03717, nasty: 0.03697, nazi: 0.03487, fail: 0.03179"
Topic 629,"sexual: 0.3084, rape: 0.16417, assault: 0.1454, abuse: 0.07258, weaken: 0.06417, force: 0.04486, military: 0.04356, army: 0.03803, prevention: 0.03565, upward: 0.03366"
Topic 630,"african: 0.12467, poverty: 0.0643, hbcu: 0.04826, reform: 0.04344, community: 0.03712, criminal: 0.03484, hispanic: 0.02969, school: 0.02965, crime: 0.02848, particular: 0.02782"
Topic 631,"fascinating: 0.08677, money: 0.06998, prof: 0.05297, existent: 0.05122, wimp: 0.05122, deadspin: 0.04837, ingredient: 0.04837, making: 0.04652, rich: 0.045, bother: 0.04189"
Topic 632,"good: 0.22669, goal: 0.1307, excellent: 0.11766, actual: 0.06797, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 633,"enemy: 0.169, evil: 0.0627, fake: 0.05363, pole: 0.05178, brit: 0.05007, persona: 0.05007, describing: 0.04859, debunk: 0.04859, institution: 0.04241, siege: 0.04028"
Topic 634,"merchandise: 0.27604, shop: 0.26923, store: 0.13172, online: 0.12948, official: 0.10986, gear: 0.10896, visit: 0.08224, selling: 0.07344, limit: 0.06745, latest: 0.05244"
Topic 635,"marco: 0.16915, rubio: 0.13447, amnesty: 0.1296, gang: 0.06245, eight: 0.04842, immigration: 0.04509, lightweight: 0.04035, stopping: 0.03818, weak: 0.03636, flop: 0.03389"
Topic 636,"train: 0.29217, carrillo: 0.23765, aboard: 0.15701, pete: 0.13549, apparent: 0.04507, anthem: 0.03412, board: 0.0286, ticket: 0.02382, everybody: 0.0216, player: 0.0207"
Topic 637,"blumenthal: 0.18977, vietnam: 0.12959, richard: 0.07538, connecticut: 0.07179, dick: 0.06579, misrepresent: 0.05744, hero: 0.05372, senator: 0.04858, defraud: 0.04702, battle: 0.02561"
Topic 638,"season: 0.21192, wait: 0.15808, rush: 0.12733, glove: 0.07957, sponsor: 0.07329, dominate: 0.06869, iconic: 0.05807, cant: 0.05316, store: 0.05316, cheat: 0.05071"
Topic 639,"witch: 0.21122, hunt: 0.21087, hunter: 0.16676, wolf: 0.07347, begun: 0.07217, caught: 0.03837, part: 0.02712, http: 0.01038, total: 0.00931, never: 0.00742"
Topic 640,"keep: 0.1143, grave: 0.0751, everywhere: 0.05886, rolling: 0.05789, america: 0.04798, exist: 0.04588, keeping: 0.04301, follow: 0.02862, great: 0.02187, still: 0.01932"
Topic 641,"barr: 0.21128, attorney: 0.11435, general: 0.06577, william: 0.03601, disrupt: 0.03376, edit: 0.03276, nominating: 0.03276, federalist: 0.03188, undermine: 0.02914, dismantle: 0.02914"
Topic 642,"swamp: 0.57207, draining: 0.45603, drain: 0.37933, parnell: 0.09902, flood: 0.07317, basement: 0.06975, sean: 0.05728, washington: 0.03557, star: 0.02431, http: 0.01063"
Topic 643,"journalist: 0.09102, journalism: 0.0741, reporter: 0.05792, factual: 0.05273, deceit: 0.05273, depth: 0.05132, journalistic: 0.05005, goodwin: 0.05005, dishonest: 0.04947, legitimate: 0.04787"
Topic 644,"interview: 0.11815, pier: 0.06277, mary: 0.06076, point: 0.0376, comment: 0.03453, reporter: 0.03166, recent: 0.02957, thank: 0.02521, watching: 0.01887, great: 0.01582"
Topic 645,"kerry: 0.31025, john: 0.07191, negotiating: 0.04607, watter: 0.04126, secretary: 0.04059, humor: 0.04004, jesse: 0.03714, surrender: 0.03495, cleaning: 0.03495, bite: 0.03374"
Topic 646,"relation: 0.06614, strength: 0.05389, military: 0.04621, seldom: 0.04311, personal: 0.03972, style: 0.03554, rather: 0.03235, esper: 0.032, battle: 0.03183, accidental: 0.03094"
Topic 647,"town: 0.29102, hall: 0.25779, rebroadcast: 0.20255, eastern: 0.11765, telephone: 0.08743, tele: 0.05064, austin: 0.04289, tonight: 0.0425, coalition: 0.03695, topic: 0.03383"
Topic 648,"winning: 0.14569, brooklyn: 0.08159, winner: 0.07064, uniform: 0.06293, follow: 0.05075, solve: 0.04325, championship: 0.04275, definite: 0.04112, billionaire: 0.04048, owner: 0.04027"
Topic 649,"poland: 0.26144, polish: 0.1386, welcome: 0.04247, anniversary: 0.0335, waiver: 0.03016, solemn: 0.02892, entry: 0.02838, travel: 0.02819, tourism: 0.02787, blessing: 0.02696"
Topic 650,"join: 0.19016, hashtag: 0.09283, joke: 0.07193, nasa: 0.06614, discredit: 0.05409, upcoming: 0.05293, earlier: 0.04952, performance: 0.04921, cause: 0.04469, rapid: 0.04078"
Topic 651,"lady: 0.2549, first: 0.06123, pioneer: 0.05178, melanie: 0.05178, discovery: 0.04506, hottest: 0.04241, oprah: 0.04028, mere: 0.037, brown: 0.03488, attitude: 0.03249"
Topic 652,"convention: 0.13067, land: 0.05157, appreciative: 0.03594, unanimous: 0.03487, democratic: 0.03292, national: 0.03152, republican: 0.03124, rollout: 0.03102, opportunity: 0.0287, capitol: 0.02591"
Topic 653,"cruz: 0.14968, iowa: 0.1201, quitting: 0.04563, battlefield: 0.04563, iowan: 0.04166, fraction: 0.03495, moine: 0.03394, element: 0.03347, stole: 0.0326, bare: 0.02977"
Topic 654,"brandi: 1.14366, regi: 0.24087, kick: 0.12109, kate: 0.07967, geraldo: 0.0789, girl: 0.06866, caus: 0.06384, cause: 0.05798, deserve: 0.04736, hopeful: 0.04379"
Topic 655,"candidacy: 0.07581, campaigning: 0.05901, mower: 0.05064, touche: 0.04782, donat: 0.04289, reelection: 0.04141, intelligent: 0.03608, declare: 0.03567, quarter: 0.03452, announcing: 0.03256"
Topic 656,"missouri: 0.4158, loui: 0.08569, kansa: 0.07163, columbia: 0.04809, roaring: 0.04555, tribute: 0.03838, began: 0.03721, main: 0.03685, promis: 0.02899, city: 0.02735"
Topic 657,"verde: 0.24532, palo: 0.24532, peninsula: 0.20204, pacific: 0.14361, ocean: 0.12806, angele: 0.12105, club: 0.08545, golf: 0.0652, overlooking: 0.06036, feature: 0.0379"
Topic 658,"proud: 0.21809, ronald: 0.09441, lara: 0.08569, herman: 0.08092, daniel: 0.06253, behalf: 0.04214, eric: 0.03636, list: 0.03203, effort: 0.02827, looking: 0.02503"
Topic 659,"crowd: 0.18178, overflow: 0.16044, dalla: 0.07438, hershey: 0.06752, outside: 0.05986, degree: 0.05432, fraction: 0.05348, paso: 0.04927, fellow: 0.03934, giant: 0.03647"
Topic 660,"budget: 0.04598, payroll: 0.0407, amer: 0.02697, delaying: 0.02419, passage: 0.02138, restriction: 0.02138, focusing: 0.02084, worker: 0.02067, assistance: 0.0199, vital: 0.01854"
Topic 661,"fundraiser: 0.27972, fundraising: 0.11343, grassroot: 0.09327, syracuse: 0.05359, bone: 0.05181, smash: 0.04772, midnight: 0.04664, held: 0.04615, coincidence: 0.04104, reward: 0.04104"
Topic 662,"minnesota: 0.33902, duluth: 0.23837, rochester: 0.07455, dakota: 0.05539, evening: 0.05053, lake: 0.04896, montana: 0.04896, beautiful: 0.02878, land: 0.02757, event: 0.02157"
Topic 663,"florida: 0.06723, ohio: 0.04811, turnout: 0.04749, swing: 0.03129, overdue: 0.02951, shift: 0.02864, tabulation: 0.02864, statewide: 0.02864, topp: 0.02787, mika: 0.02787"
Topic 664,"personal: 0.16437, smart: 0.08311, tough: 0.08302, person: 0.07877, busines: 0.07549, entrepreneur: 0.04726, take: 0.04514, thing: 0.03924, marketing: 0.03841, champion: 0.0329"
Topic 665,"consumer: 0.15398, confidence: 0.10785, highest: 0.10419, level: 0.09189, since: 0.07166, soar: 0.06564, sale: 0.06488, sink: 0.04326, dismal: 0.03985, forecast: 0.03894"
Topic 666,"chicago: 0.18174, hotel: 0.11409, windy: 0.092, anniversary: 0.07109, festival: 0.04903, sixteen: 0.046, traveling: 0.03944, starr: 0.03646, film: 0.03503, enjoying: 0.03339"
Topic 667,"team: 0.17093, wintour: 0.08102, clubhouse: 0.07462, unveil: 0.06863, usatoday: 0.06322, credit: 0.05932, argument: 0.0521, online: 0.04434, text: 0.04377, endorse: 0.04028"
Topic 668,"cute: 0.39993, lizz: 0.05132, includ: 0.04891, mate: 0.04444, delivery: 0.04372, mention: 0.0418, active: 0.04068, congratulate: 0.04068, dont: 0.03828, australia: 0.03595"
Topic 669,"maher: 0.25608, bill: 0.11936, cancel: 0.07109, misery: 0.06177, dummy: 0.06005, apologie: 0.05608, rooting: 0.05122, stephen: 0.04829, penn: 0.04171, line: 0.04068"
Topic 670,"restaurant: 0.13555, tower: 0.13151, hotel: 0.11916, sixteen: 0.11088, signature: 0.08011, acclaim: 0.07878, chicago: 0.07862, accolade: 0.07617, jean: 0.07016, york: 0.03844"
Topic 671,"idea: 0.43147, good: 0.08267, beyond: 0.07784, response: 0.06104, create: 0.05733, choice: 0.05021, thought: 0.03506, enjoy: 0.02737, great: 0.01171, : 1e-05"
Topic 672,"mark: 0.32842, esper: 0.10973, iacp: 0.10973, pari: 0.06137, replace: 0.04746, fine: 0.04724, chri: 0.03353, thank: 0.03001, service: 0.02831, http: 0.00788"
Topic 673,"bethpage: 0.10717, love: 0.09746, samsung: 0.09545, kansa: 0.06664, dalla: 0.05709, elizabeth: 0.05239, awesome: 0.03136, thank: 0.02481, enjoy: 0.01718, http: 0.00941"
Topic 674,"obstruction: 0.22381, collusion: 0.12935, table: 0.05908, prob: 0.05713, colluding: 0.05713, believing: 0.05395, exoneration: 0.05142, glas: 0.05032, admit: 0.04997, uncle: 0.04932"
Topic 675,"support: 0.13709, withdrawn: 0.09283, piss: 0.09283, tillerson: 0.08178, amen: 0.07141, assist: 0.07042, dont: 0.06539, afford: 0.05763, none: 0.0537, ensure: 0.05114"
Topic 676,"dres: 0.20935, collection: 0.19404, avail: 0.17301, exclusive: 0.15442, signature: 0.15052, style: 0.11206, macy: 0.1109, menswear: 0.10092, pinnacle: 0.06728, prestige: 0.06143"
Topic 677,"review: 0.11727, rating: 0.06018, saturday: 0.05638, night: 0.0517, shift: 0.04914, cent: 0.04074, switch: 0.04011, nice: 0.03048, performance: 0.02684, laugh: 0.0256"
Topic 678,"salute: 0.18075, unique: 0.10866, sort: 0.10711, honor: 0.10249, appreciate: 0.06063, advice: 0.05858, peace: 0.05115, life: 0.05009, thank: 0.03636, need: 0.01975"
Topic 679,"schumer: 0.06455, pelosi: 0.04796, nancy: 0.03799, chuck: 0.03401, crushing: 0.03238, maxine: 0.02993, puppet: 0.02767, raise: 0.0267, edward: 0.0255, jone: 0.02416"
Topic 680,"waldo: 0.38938, emerson: 0.37348, ralph: 0.3157, path: 0.13845, trail: 0.11337, instead: 0.06229, leave: 0.06069, lead: 0.05422, rockefeller: 0.04326, slippery: 0.04326"
Topic 681,"witch: 0.12744, hunt: 0.12724, greatest: 0.12341, history: 0.07532, expedition: 0.05474, obstructing: 0.05077, fishing: 0.04969, search: 0.03846, forget: 0.038, steve: 0.02244"
