Topic,Words
Topic 272,"enjoy: 0.3757, pleasure: 0.09299, edit: 0.07329, taste: 0.06077, anytime: 0.06077, careful: 0.0341, bought: 0.03394, fair: 0.02024, hear: 0.01885, thank: 0.01479"
Topic 273,"playoff: 0.08684, game: 0.06604, championship: 0.0401, mitch: 0.03965, graeme: 0.03943, spur: 0.03827, allen: 0.03474, winning: 0.03417, keith: 0.03404, captain: 0.03077"
Topic 274,"please: 0.26001, joey: 0.05369, donny: 0.0521, president: 0.04842, consider: 0.02119, conservative: 0.01933, least: 0.01877, awesome: 0.01625, need: 0.01523, ready: 0.01292"
Topic 275,"mortality: 0.07599, death: 0.07127, quarantine: 0.06729, patient: 0.04615, testing: 0.04479, treatment: 0.03511, rate: 0.03122, instant: 0.02824, case: 0.02598, combination: 0.023"
Topic 276,"morning: 0.14616, interview: 0.08771, enjoy: 0.05945, talk: 0.02655, consult: 0.02649, globe: 0.02359, toledo: 0.02359, george: 0.0203, talking: 0.02018, kilmeade: 0.01662"
Topic 277,"university: 0.0744, rating: 0.05861, harvard: 0.02118, approval: 0.01832, anti: 0.01797, cancel: 0.01752, average: 0.01717, fawning: 0.01623, krugman: 0.01623, watter: 0.01569"
Topic 278,"enjoy: 0.32389, interview: 0.2158, employment: 0.0389, pleasure: 0.03758, starting: 0.02242, heard: 0.0212, second: 0.01286, every: 0.00915, like: 0.00346, thank: 0.00266"
Topic 279,"testing: 0.13697, test: 0.07983, case: 0.03461, combin: 0.03388, countrie: 0.02315, fewer: 0.01998, bigger: 0.0182, capacity: 0.01784, conducting: 0.01324, world: 0.01295"
Topic 280,"howard: 0.43093, stern: 0.25142, dwight: 0.09665, houston: 0.07886, guest: 0.04225, hockey: 0.02316, laker: 0.02173, bash: 0.02115, caller: 0.02115, leno: 0.02062"
Topic 281,"ferry: 0.26783, link: 0.08582, point: 0.082, whitestone: 0.06735, bronx: 0.05774, golf: 0.0452, bridge: 0.04505, course: 0.03786, jack: 0.03529, opening: 0.03203"
Topic 282,"carson: 0.14647, rubio: 0.08302, cruz: 0.0724, poll: 0.06026, fiorina: 0.04185, bush: 0.03217, wreck: 0.02836, consult: 0.01793, lead: 0.01738, teen: 0.01734"
Topic 283,"jordan: 0.17801, integrity: 0.03331, church: 0.02239, april: 0.02059, servant: 0.01881, condemning: 0.01881, steelworker: 0.01819, treaty: 0.01819, democrat: 0.01776, loose: 0.01765"
Topic 284,"humor: 0.05241, love: 0.05079, donald: 0.02643, demo: 0.02173, captain: 0.02107, combination: 0.02077, exact: 0.01998, cspan: 0.01924, calm: 0.01861, huge: 0.0183"
Topic 285,"cuban: 0.25949, castro: 0.08533, mark: 0.08004, lesser: 0.03268, playoff: 0.02784, brother: 0.0227, mouth: 0.02051, benefactor: 0.01634, dopey: 0.01589, piss: 0.0158"
Topic 286,"charlotte: 0.23839, lake: 0.0849, norman: 0.08208, club: 0.05309, clubhouse: 0.04091, design: 0.0368, course: 0.03281, magnificent: 0.02569, shore: 0.02556, elite: 0.02497"
Topic 287,"anniversary: 0.28623, wedding: 0.0545, initiative: 0.04217, happy: 0.03901, celebrate: 0.03388, woman: 0.03065, couple: 0.0288, wife: 0.02662, hubby: 0.02489, highlighting: 0.02416"
Topic 288,"penalty: 0.21301, death: 0.1159, prison: 0.05612, clemency: 0.0492, trial: 0.04467, murder: 0.03542, killer: 0.03426, animal: 0.03314, colorado: 0.02992, duke: 0.02921"
Topic 289,"economy: 0.074, surg: 0.04251, industrial: 0.03135, economic: 0.02741, grow: 0.02416, turnaround: 0.02328, manipulating: 0.02251, sink: 0.02251, oblivion: 0.02184, artificial: 0.02125"
Topic 290,"vote: 0.16258, rooting: 0.15934, thom: 0.09902, voting: 0.09667, driver: 0.07317, bright: 0.06975, alex: 0.06615, most: 0.062, frank: 0.06046, gonna: 0.05903"
Topic 291,"solution: 0.17871, problem: 0.08369, entrepreneur: 0.06307, result: 0.04641, learn: 0.04439, cure: 0.0412, look: 0.03493, unnecessary: 0.02878, give: 0.02697, period: 0.0204"
Topic 292,"ndaa: 0.22281, veto: 0.08187, termination: 0.04803, defense: 0.04549, section: 0.04024, troop: 0.03209, authorize: 0.02668, monument: 0.02648, pass: 0.02613, vital: 0.02598"
Topic 293,"deport: 0.07967, immigration: 0.05516, illegal: 0.04385, francisco: 0.03219, alien: 0.03057, arrest: 0.03018, steinle: 0.02829, peril: 0.02829, immigrant: 0.02391, enter: 0.02196"
Topic 294,"steele: 0.25271, dossier: 0.10026, christopher: 0.07499, fisa: 0.04576, handler: 0.04166, informant: 0.04166, breaking: 0.03683, simpson: 0.02631, glenn: 0.02589, source: 0.02286"
Topic 295,"newsmax: 0.19284, discussing: 0.07678, debate: 0.07184, interview: 0.04084, informative: 0.03985, expres: 0.02771, primary: 0.02662, pick: 0.02335, stock: 0.02306, melanie: 0.02124"
Topic 296,"firefighter: 0.37976, fireman: 0.11309, union: 0.06788, fire: 0.04495, voting: 0.03336, assure: 0.02827, supporting: 0.02749, piss: 0.02734, endorse: 0.02718, membership: 0.02582"
Topic 297,"march: 0.66005, sunday: 0.08095, tune: 0.07921, nichola: 0.06679, construct: 0.06267, calendar: 0.06267, laker: 0.06267, beef: 0.05813, jamie: 0.05373, eating: 0.05373"
Topic 298,"birthday: 0.22856, happy: 0.09862, gift: 0.04823, wishing: 0.04649, mentor: 0.04265, wish: 0.03293, rocking: 0.02604, admirer: 0.02604, share: 0.0259, regi: 0.02518"
Topic 299,"daytona: 0.32643, nascar: 0.18779, france: 0.04724, serie: 0.03919, sport: 0.0353, attending: 0.03264, brian: 0.03147, race: 0.02856, champion: 0.02423, florida: 0.02417"
Topic 300,"nasa: 0.18107, spacex: 0.16627, astronaut: 0.16358, space: 0.11534, soil: 0.0597, station: 0.05776, launch: 0.05054, crew: 0.0391, airline: 0.03856, rocket: 0.0343"
Topic 301,"donald: 0.09759, daniel: 0.08029, hammond: 0.0569, sunk: 0.05338, sterling: 0.05067, bean: 0.05067, thunder: 0.04951, darrell: 0.04577, crushing: 0.04577, restriction: 0.04118"
Topic 302,"cspan: 0.12627, speech: 0.10522, language: 0.03489, topic: 0.03383, favorability: 0.02457, brand: 0.02224, friday: 0.0213, conversation: 0.0213, airing: 0.02106, tone: 0.02071"
Topic 303,"mother: 0.15556, father: 0.10866, daughter: 0.06019, parent: 0.02644, beauty: 0.02438, regret: 0.02363, paterno: 0.02363, emotional: 0.02285, upstate: 0.02158, anderson: 0.02158"
Topic 304,"graydon: 0.33501, carter: 0.22619, restaurant: 0.11199, food: 0.10692, circulation: 0.09699, magazine: 0.07907, vanity: 0.05542, failing: 0.03164, sloppy: 0.02985, fire: 0.02786"
Topic 305,"maryland: 0.09123, pennsylvania: 0.08346, connecticut: 0.06693, pittsburgh: 0.06025, delaware: 0.05792, avenue: 0.02834, guam: 0.024, bobb: 0.02321, rebroadcast: 0.02321, yahoo: 0.02252"
Topic 306,"approval: 0.14106, overall: 0.09661, rating: 0.07292, party: 0.06326, gallup: 0.05506, republican: 0.03394, record: 0.03338, considering: 0.03018, tracking: 0.0179, favorability: 0.01737"
Topic 307,"encourage: 0.06195, keeping: 0.05463, country: 0.02676, employee: 0.02464, orlean: 0.02409, safe: 0.0239, violating: 0.02337, unlock: 0.02337, gang: 0.02295, apec: 0.02275"
Topic 308,"boardroom: 0.49836, room: 0.04931, humble: 0.03594, edit: 0.03487, boarder: 0.03394, locker: 0.0331, judgment: 0.03166, drawing: 0.03166, awkward: 0.03166, gentleman: 0.03044"
Topic 309,"lauderdale: 0.10824, attorney: 0.10185, lawsuit: 0.07472, general: 0.05077, whitaker: 0.03732, lightweight: 0.03703, trial: 0.0363, victory: 0.03083, jeff: 0.03011, university: 0.02851"
Topic 310,"tweet: 0.08085, twitter: 0.07546, random: 0.03858, ryan: 0.03106, tweeting: 0.02071, accuracy: 0.01929, portray: 0.01929, censor: 0.01822, gumbel: 0.01777, assistant: 0.01777"
Topic 311,"medal: 0.2249, freedom: 0.1015, recipient: 0.057, presidential: 0.04955, civilian: 0.04264, present: 0.03035, presenting: 0.02835, receiving: 0.02698, honor: 0.02581, award: 0.0253"
Topic 312,"transcript: 0.35741, read: 0.12404, reference: 0.09282, college: 0.07102, release: 0.04468, application: 0.04253, authorize: 0.03276, school: 0.03123, blakeman: 0.03094, goodwin: 0.03018"
Topic 313,"leader: 0.07406, leadership: 0.0674, tump: 0.0543, inspire: 0.03569, vision: 0.03029, rita: 0.02875, discipline: 0.02875, smallbiz: 0.02715, compelling: 0.02588, bravo: 0.02482"
Topic 314,"rand: 0.27947, paul: 0.19666, ryan: 0.0402, kentucky: 0.0269, spoil: 0.01936, bash: 0.01768, inherit: 0.01685, identity: 0.01685, weird: 0.01685, quarantine: 0.01685"
Topic 315,"hannity: 0.42223, sean: 0.0407, jeanine: 0.02426, dodge: 0.02426, maddow: 0.02345, hysteria: 0.02345, regain: 0.02345, dominance: 0.02215, jarrett: 0.02066, thinker: 0.02066"
Topic 316,"patriot: 0.17933, marching: 0.03497, fellow: 0.0236, fill: 0.02202, ador: 0.02095, loyal: 0.02084, hershey: 0.02025, commenting: 0.02025, herman: 0.01913, meadow: 0.01866"
Topic 317,"france: 0.13844, biarritz: 0.10908, macron: 0.08778, chancellor: 0.05454, merkel: 0.0533, angela: 0.05016, lunch: 0.03917, french: 0.03695, summit: 0.03223, lebanon: 0.02665"
Topic 318,"schiff: 0.09772, impeachment: 0.06183, adam: 0.05078, sham: 0.04872, proceeding: 0.04413, jurisdiction: 0.031, inquiry: 0.03026, manager: 0.01748, wasting: 0.01737, coup: 0.01693"
Topic 319,"harassment: 0.56366, presidential: 0.1778, staffer: 0.03206, rival: 0.03145, accuse: 0.02988, describe: 0.02988, maher: 0.02988, body: 0.02898, professor: 0.02856, sexual: 0.02677"
Topic 320,"plant: 0.09254, ford: 0.08097, motor: 0.06234, chrysler: 0.05645, michigan: 0.04588, mexico: 0.04567, lordstown: 0.0439, invest: 0.02964, adding: 0.02574, ohio: 0.02458"
Topic 321,"jack: 0.07978, honor: 0.06929, preview: 0.02963, ribbon: 0.0289, davo: 0.02611, herald: 0.02566, pier: 0.0221, brett: 0.02056, fallen: 0.02056, writing: 0.01932"
Topic 322,"clinton: 0.0842, hillary: 0.05288, bushe: 0.0282, escape: 0.02663, predator: 0.02663, insider: 0.02435, habit: 0.02346, aide: 0.02306, surround: 0.02306, phrase: 0.02234"
Topic 323,"agree: 0.30678, amen: 0.09793, cher: 0.05122, disagree: 0.04704, marco: 0.02988, hater: 0.02247, final: 0.01373, http: 0.01261, smart: 0.01252, thank: 0.01247"
Topic 324,"lincoln: 0.29944, abraham: 0.29451, bear: 0.13614, resolution: 0.07616, mind: 0.0431, important: 0.02409, regain: 0.02273, equality: 0.02094, feet: 0.01859, alway: 0.01713"
Topic 325,"maga: 0.09514, revolution: 0.03238, defy: 0.02163, sidney: 0.01992, item: 0.01905, fulfill: 0.01905, dobb: 0.01832, corporation: 0.018, union: 0.0179, philippine: 0.0174"
Topic 326,"sanctuary: 0.21075, criminal: 0.03435, alien: 0.03106, immigrant: 0.03036, abiding: 0.02875, illegal: 0.02005, ruling: 0.0194, rule: 0.01874, defending: 0.01849, california: 0.01735"
Topic 327,"winery: 0.21416, wine: 0.17404, vineyard: 0.15939, virginia: 0.05938, martha: 0.04735, estate: 0.03076, award: 0.02996, acre: 0.02981, highest: 0.02605, interrupt: 0.02237"
Topic 328,"rink: 0.27179, park: 0.13959, skating: 0.13741, central: 0.13612, wollman: 0.11429, street: 0.02065, hockey: 0.0203, acclaim: 0.0203, built: 0.01972, city: 0.01928"
Topic 329,"baltimore: 0.19437, cumming: 0.05925, elijah: 0.05654, kimber: 0.04687, district: 0.02202, city: 0.02076, oversight: 0.01975, inner: 0.01885, condition: 0.01811, racist: 0.01621"
Topic 330,"hoax: 0.06269, impeachment: 0.04665, transcript: 0.02532, scam: 0.01925, continuation: 0.01838, partisan: 0.01572, nowhere: 0.01441, nothing: 0.01416, airwave: 0.012, mandat: 0.0116"
Topic 331,"agree: 0.51173, tina: 0.09805, destiny: 0.06918, jimmy: 0.06398, patrick: 0.06153, suck: 0.05936, modern: 0.05294, cool: 0.04793, count: 0.04261, seem: 0.03155"
Topic 332,"venezuela: 0.19951, venezuelan: 0.07862, maduro: 0.06752, democracy: 0.05725, cuba: 0.05432, regime: 0.04302, freedom: 0.0402, socialism: 0.03804, struggle: 0.03646, interim: 0.02793"
Topic 333,"einstein: 0.38381, albert: 0.3566, imagination: 0.05282, longer: 0.05177, questioning: 0.04642, problem: 0.04515, stay: 0.04048, smart: 0.03652, attitude: 0.03012, character: 0.03012"
Topic 334,"inspiration: 0.39384, inspire: 0.11722, define: 0.03776, strait: 0.03776, lauren: 0.03478, fate: 0.03088, shooter: 0.02827, someday: 0.02722, everyday: 0.02575, australia: 0.02498"
Topic 335,"rigg: 0.20014, tabulation: 0.04752, election: 0.04084, system: 0.02859, bobb: 0.02448, rigging: 0.02448, showing: 0.02333, struggle: 0.02204, hundred: 0.02161, judgment: 0.02157"
Topic 336,"opioid: 0.20429, prescription: 0.07008, drug: 0.06703, unus: 0.04879, epidemic: 0.04635, location: 0.03216, addiction: 0.03156, medication: 0.03072, abuse: 0.02649, fighting: 0.01813"
Topic 337,"donald: 0.08363, idiot: 0.06397, shoe: 0.04461, cavuto: 0.04289, neil: 0.03841, begging: 0.03417, sean: 0.02929, follower: 0.02808, anybody: 0.02425, trump: 0.0242"
Topic 338,"time: 0.04235, interruption: 0.03777, interrupt: 0.03777, unus: 0.03652, glove: 0.03652, wollman: 0.03544, surface: 0.03544, controlling: 0.03449, hour: 0.03265, user: 0.03217"
Topic 339,"best: 0.10711, fournier: 0.10127, tattoo: 0.09828, prefer: 0.0779, come: 0.06713, better: 0.06027, ultimate: 0.05506, actual: 0.04943, like: 0.04591, rather: 0.03529"
Topic 340,"shawn: 0.282, johnson: 0.14855, jona: 0.13925, awake: 0.10444, kevin: 0.08089, dream: 0.03823, hesitation: 0.036, terrell: 0.036, ador: 0.036, influential: 0.03481"
Topic 341,"greta: 0.26954, wake: 0.03162, deanna: 0.02652, resume: 0.02574, rhetoric: 0.02387, maggie: 0.0229, insider: 0.0229, passionate: 0.0204, scientist: 0.01985, gotta: 0.0196"
Topic 342,"ventilator: 0.1986, hospital: 0.0421, testing: 0.03781, republic: 0.03135, motor: 0.02609, production: 0.02312, sending: 0.02228, desperate: 0.02214, conversation: 0.02124, review: 0.01949"
Topic 343,"michigan: 0.21789, karen: 0.04225, snyder: 0.0288, shadow: 0.02565, grassroot: 0.02507, minnesota: 0.02458, breath: 0.02404, nrsc: 0.02359, movement: 0.02353, churche: 0.02317"
Topic 344,"disgraceful: 0.15664, disgrace: 0.0939, techno: 0.04368, deceit: 0.04368, artist: 0.04146, dishonest: 0.04097, kicking: 0.03886, embarrassing: 0.03681, accuse: 0.03621, gros: 0.03565"
Topic 345,"passion: 0.14509, energy: 0.1254, without: 0.05293, electric: 0.03142, nothing: 0.02627, donald: 0.02107, dominance: 0.02033, jesu: 0.02033, endeavor: 0.01896, concert: 0.01858"
Topic 346,"america: 0.0339, schlaf: 0.02912, helm: 0.02912, tyler: 0.02343, patriotic: 0.02152, adult: 0.02029, jeffrey: 0.02029, youtube: 0.0184, actor: 0.01793, andy: 0.01649"
Topic 347,"mueller: 0.16257, rosenstein: 0.03834, report: 0.02761, vindicate: 0.02649, pursuing: 0.02649, comp: 0.02649, baier: 0.02649, defraud: 0.02418, scope: 0.02359, haras: 0.02305"
Topic 348,"speech: 0.08342, rushmore: 0.07791, chanting: 0.05843, chant: 0.034, mount: 0.0334, inauguration: 0.02737, cousin: 0.02076, waver: 0.02076, jackie: 0.01895, skyrocket: 0.01807"
Topic 349,"interesting: 0.10344, outsourcing: 0.09782, read: 0.08915, reading: 0.04443, sick: 0.04391, cont: 0.04066, coolest: 0.03747, pulse: 0.03747, capability: 0.03337, reader: 0.03128"
Topic 350,"canada: 0.08774, mexico: 0.07713, nafta: 0.0437, negotiator: 0.04104, agreement: 0.03754, trade: 0.0369, smarter: 0.02329, mexican: 0.01429, lighthizer: 0.01322, peanut: 0.01322"
Topic 351,"pinehurst: 0.33619, pine: 0.12954, matt: 0.06204, usga: 0.05028, road: 0.04281, hill: 0.02835, dust: 0.02591, mason: 0.02591, wipe: 0.02514, province: 0.02514"
Topic 352,"armstrong: 0.3902, lance: 0.34923, oprah: 0.12548, manti: 0.02304, breakdown: 0.02052, lawsuit: 0.02051, interview: 0.01969, denying: 0.01923, hero: 0.01923, liability: 0.01822"
Topic 353,"adore: 0.07009, bust: 0.05605, president: 0.05437, king: 0.03698, trump: 0.03667, mean: 0.02255, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 354,"sign: 0.14101, classy: 0.04251, southcom: 0.02912, hashtag: 0.02912, personality: 0.02912, stacey: 0.0275, love: 0.02739, attach: 0.02683, invite: 0.02382, corner: 0.02343"
Topic 355,"conference: 0.13043, white: 0.08182, house: 0.05135, pres: 0.05104, recognizing: 0.02203, concert: 0.02014, sept: 0.02014, revealing: 0.01941, pentagon: 0.01941, neighborhood: 0.01908"
Topic 356,"geraldo: 0.61851, busey: 0.03906, truman: 0.03399, perfection: 0.03399, rivera: 0.03326, screaming: 0.0326, champion: 0.03235, sincere: 0.03142, fate: 0.03088, pain: 0.03088"
Topic 357,"plane: 0.15501, boeing: 0.13642, airplane: 0.11267, pilot: 0.07991, ride: 0.03276, flying: 0.03023, impressive: 0.02933, branding: 0.02217, banner: 0.02217, flight: 0.0218"
Topic 358,"money: 0.06499, investor: 0.0548, capitalism: 0.04728, away: 0.0469, giving: 0.03293, capital: 0.03032, spend: 0.03022, require: 0.02962, pick: 0.02847, gave: 0.02654"
Topic 359,"year: 0.06206, drag: 0.04079, kislyak: 0.0397, nine: 0.03629, shine: 0.03438, starr: 0.03234, segment: 0.03031, code: 0.02995, closer: 0.02995, award: 0.02911"
Topic 360,"working: 0.09399, hard: 0.07788, webb: 0.03449, appreciation: 0.03217, link: 0.03011, achieve: 0.02416, ryan: 0.01961, share: 0.01879, goal: 0.01714, anyway: 0.01612"
Topic 361,"swamp: 0.27386, drain: 0.18159, draining: 0.04366, brother: 0.03406, shattering: 0.02451, shap: 0.02451, kent: 0.02451, mommy: 0.0237, colluding: 0.0237, sucker: 0.023"
Topic 362,"luck: 0.57942, good: 0.12456, wish: 0.05203, subject: 0.03811, idea: 0.02311, best: 0.00701, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 363,"sach: 0.11506, goldman: 0.11388, cruz: 0.10902, loan: 0.1015, canadian: 0.08307, canada: 0.08153, born: 0.07883, bank: 0.05028, disclosure: 0.0427, citizen: 0.02862"
Topic 364,"oversea: 0.06334, nerve: 0.0237, wintour: 0.0237, puppet: 0.02247, allen: 0.02088, anna: 0.02088, make: 0.02068, granite: 0.02046, extortion: 0.02046, america: 0.02039"
Topic 365,"true: 0.22345, thank: 0.04757, like: 0.00476, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 366,"energy: 0.09564, treasury: 0.03946, unlock: 0.03665, industry: 0.02727, resource: 0.02168, wealth: 0.02002, dawn: 0.01953, consumer: 0.0192, piss: 0.01888, erase: 0.01832"
Topic 367,"vote: 0.04992, sheila: 0.03717, convincing: 0.03487, donating: 0.03102, savvy: 0.03044, dont: 0.02531, normal: 0.02503, spreading: 0.02476, thankful: 0.0245, please: 0.02175"
Topic 368,"disaster: 0.12674, oversaw: 0.02281, picken: 0.02281, inflict: 0.02206, mommy: 0.02206, shift: 0.02141, spiral: 0.02141, visionary: 0.02141, whose: 0.0206, predicting: 0.01985"
Topic 369,"caught: 0.07807, corruption: 0.07216, corrupt: 0.04972, declassify: 0.04007, authorize: 0.03875, profile: 0.0376, huma: 0.03488, consent: 0.03345, perspective: 0.03282, obtain: 0.03282"
Topic 370,"hard: 0.04471, work: 0.03343, lift: 0.0248, make: 0.02189, never: 0.02186, pioneer: 0.02048, prosper: 0.01922, taught: 0.01922, goal: 0.01859, america: 0.01804"
Topic 371,"failure: 0.08313, blame: 0.06062, fail: 0.04692, mistake: 0.04072, excessive: 0.03135, alec: 0.03135, sufficient: 0.03031, stack: 0.02942, jesu: 0.02863, explanation: 0.02863"
Topic 372,"landslide: 0.15929, nominee: 0.05761, candidate: 0.03911, nomination: 0.03703, nominate: 0.03617, fireman: 0.02827, nichola: 0.02827, commodity: 0.02582, presiden: 0.02408, accept: 0.0236"
Topic 373,"clas: 0.23298, warfare: 0.08414, middle: 0.04344, prop: 0.03223, clos: 0.03151, albany: 0.03024, reelect: 0.0287, charging: 0.0287, broward: 0.02805, cheaper: 0.02805"
Topic 374,"black: 0.19615, vernon: 0.04691, hood: 0.04132, community: 0.03731, jone: 0.02912, african: 0.02089, solidarity: 0.02066, angela: 0.01987, mandela: 0.01987, approach: 0.01951"
Topic 375,"demo: 0.06895, election: 0.06018, elect: 0.04453, undermining: 0.04431, lame: 0.04158, prospect: 0.03946, asshole: 0.03699, admir: 0.03699, super: 0.03605, reelection: 0.03504"
Topic 376,"stamp: 0.32904, food: 0.21798, welfare: 0.05839, household: 0.04537, roll: 0.0357, seven: 0.02742, praising: 0.02143, grad: 0.02073, handout: 0.02073, greece: 0.02011"
Topic 377,"fisa: 0.17797, carter: 0.0807, warrant: 0.06898, page: 0.05799, abuse: 0.03988, rebuke: 0.03376, application: 0.03178, court: 0.03062, misl: 0.02938, document: 0.02868"
Topic 378,"love: 0.06111, sooooo: 0.0526, sweet: 0.04555, taste: 0.04481, literal: 0.04169, kind: 0.04149, gotta: 0.04116, listen: 0.03787, honesty: 0.03649, nice: 0.03352"
Topic 379,"smart: 0.15278, smarter: 0.072, wise: 0.04361, tump: 0.03861, past: 0.03812, savvy: 0.03463, enough: 0.03411, surround: 0.03343, intellectual: 0.03238, dumb: 0.03024"
Topic 380,"scam: 0.19766, giant: 0.05149, wooden: 0.02464, disavow: 0.02383, weight: 0.02383, diet: 0.0225, conjunction: 0.0225, punish: 0.02195, math: 0.02145, phony: 0.02021"
Topic 381,"father: 0.26275, advice: 0.04463, everything: 0.02856, christ: 0.02743, fireman: 0.02743, kinda: 0.02505, cedar: 0.02387, formula: 0.02387, suggesting: 0.02387, alleged: 0.02387"
Topic 382,"coolest: 0.07201, amazing: 0.06892, legit: 0.06413, brilliant: 0.05883, thank: 0.03788, cool: 0.0352, simp: 0.03443, anyway: 0.03072, surprise: 0.02941, perfect: 0.0278"
Topic 383,"soon: 0.14713, asham: 0.11891, later: 0.09103, coming: 0.08931, forward: 0.07801, sooner: 0.0779, looking: 0.05916, ahead: 0.0361, rather: 0.03529, return: 0.03131"
Topic 384,"impeachment: 0.09345, sham: 0.04787, impeach: 0.0436, amid: 0.03245, prof: 0.03245, cheney: 0.03138, permission: 0.03045, bash: 0.02963, turley: 0.02963, doom: 0.02824"
Topic 385,"interview: 0.22377, pilot: 0.05841, investigator: 0.05707, overtime: 0.05524, london: 0.05073, crash: 0.04652, resort: 0.03942, reach: 0.03821, reveal: 0.03658, bias: 0.03624"
Topic 386,"scandal: 0.08026, obama: 0.02557, caught: 0.02284, appoint: 0.02044, campaign: 0.01861, october: 0.01849, stone: 0.01837, roger: 0.01826, corrupt: 0.01819, rotten: 0.01759"
Topic 387,"autism: 0.34462, haul: 0.04478, contribute: 0.04346, wright: 0.03547, light: 0.03217, children: 0.03102, combin: 0.02962, research: 0.02712, blue: 0.02662, april: 0.02535"
Topic 388,"vote: 0.084, cool: 0.06725, deciding: 0.06454, heartbeat: 0.05859, wishing: 0.04094, moment: 0.03106, update: 0.03046, thank: 0.03039, opportunity: 0.02656, review: 0.02567"
Topic 389,"chri: 0.0447, twit: 0.03658, owen: 0.03183, bucket: 0.03183, donald: 0.03029, explode: 0.02996, crap: 0.02942, soul: 0.02683, offense: 0.02613, thinking: 0.02529"
Topic 390,"brazil: 0.04049, country: 0.02875, reign: 0.0228, barrack: 0.0228, envy: 0.0228, defender: 0.02228, greeting: 0.02181, redstate: 0.02181, grade: 0.01904, cleveland: 0.01829"
Topic 391,"amnesty: 0.26343, grant: 0.0487, illegal: 0.04504, executive: 0.03809, immigrant: 0.03069, unilateral: 0.0235, pathway: 0.0235, disclose: 0.02231, prospect: 0.02231, drilling: 0.0218"
Topic 392,"certificate: 0.33441, birth: 0.28056, credible: 0.05506, maher: 0.0355, extreme: 0.0322, kenya: 0.0304, produce: 0.02762, born: 0.02498, source: 0.02351, statute: 0.02281"
Topic 393,"rick: 0.11993, scott: 0.08397, yale: 0.08214, harvard: 0.06421, florida: 0.06323, governor: 0.05489, congressman: 0.02585, student: 0.02255, venezuela: 0.01952, waver: 0.0164"
Topic 394,"seth: 0.28222, meyer: 0.27071, emmy: 0.23864, marble: 0.079, awkward: 0.06729, mouth: 0.04958, awful: 0.03974, terrible: 0.03159, award: 0.02645, laugh: 0.02575"
Topic 395,"flight: 0.15432, africa: 0.11701, west: 0.07704, stop: 0.037, obama: 0.02265, airport: 0.02165, pollution: 0.02092, abroad: 0.01976, emission: 0.01927, disaster: 0.01923"
Topic 396,"order: 0.65108, stuart: 0.12241, mitt: 0.06455, horrible: 0.05443, disaster: 0.03657, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 397,"night: 0.08493, last: 0.0447, accurate: 0.03981, awake: 0.03565, eastwood: 0.03366, rocky: 0.03283, globe: 0.03283, mountain: 0.03077, clint: 0.0302, laid: 0.02915"
Topic 398,"interesting: 0.71011, steven: 0.07218, everyday: 0.07065, lucky: 0.05362, often: 0.04701, begin: 0.04187, certain: 0.04187, sound: 0.04138, honest: 0.03942, seem: 0.03449"
Topic 399,"word: 0.09533, kind: 0.06746, nice: 0.04361, glad: 0.0415, humor: 0.03516, jodi: 0.03337, progres: 0.02927, television: 0.0286, fantastic: 0.02828, comment: 0.02807"
Topic 400,"medicare: 0.20161, social: 0.14615, robust: 0.06798, security: 0.06626, medicaid: 0.05217, elder: 0.03478, huckabee: 0.03399, growing: 0.022, abolishing: 0.01953, destroying: 0.01942"
Topic 401,"islamic: 0.12634, torture: 0.12376, terrorist: 0.06391, terrorism: 0.0466, radical: 0.03531, obama: 0.0289, shame: 0.02456, terror: 0.02302, mosque: 0.02259, executing: 0.02259"
Topic 402,"running: 0.11086, roast: 0.08676, watch: 0.04434, that: 0.04047, breath: 0.03966, straighten: 0.03891, watching: 0.0389, champ: 0.03757, congratulate: 0.03439, comfort: 0.03352"
Topic 403,"hair: 0.38001, salon: 0.04839, blonde: 0.02954, mine: 0.02939, spare: 0.02772, handsome: 0.02631, slight: 0.02516, asshole: 0.02466, maggie: 0.02466, gentleman: 0.02419"
Topic 404,"netanyahu: 0.28145, israel: 0.0768, benjamin: 0.05841, minister: 0.05441, israeli: 0.04969, prime: 0.0479, meeting: 0.034, height: 0.03313, deputy: 0.03161, bilateral: 0.03161"
Topic 405,"campaign: 0.11129, adopt: 0.04007, outlook: 0.03875, linda: 0.03659, mcmahon: 0.03569, launching: 0.03488, fulfill: 0.03413, definition: 0.03282, fiorina: 0.03118, shameful: 0.03024"
Topic 406,"luther: 0.24784, strange: 0.20732, alabama: 0.13531, moore: 0.05351, runoff: 0.03856, race: 0.02281, senator: 0.01984, september: 0.01807, katherine: 0.01752, primary: 0.01648"
Topic 407,"course: 0.12391, ailsa: 0.08733, raving: 0.06134, play: 0.06073, brand: 0.04165, championship: 0.03214, tour: 0.03142, nicer: 0.03067, usopen: 0.03067, breathtaking: 0.02844"
Topic 408,"meddling: 0.12681, russian: 0.09084, something: 0.03508, took: 0.03179, september: 0.03127, flexibility: 0.0305, session: 0.03016, russia: 0.02687, inform: 0.02647, obama: 0.02586"
